"population","rep.ID","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"8","8.E10",3.35536794630767,2.99712423144062,0.303531233381605,6.87442632727703,0,1.37219879444706,1.36867946722206,1.21779005631064,1.52428351983876,0,2.0695883506585,0.361471484241172,4.43134391608891,0
"23","23.F10",4.88135714839653,4.02285542915237,0.0875744205344688,11.3353219669194,0,1.58641840490904,1.57715117687658,1.34630713278266,1.86579710290737,0,2.20676631264555,0.0948367810793663,5.60105515623097,0
"2","2.B10",14.2457741865807,12.1619937552219,1.72540270313188,33.0808790858249,0,1.55356067825153,1.54286470742576,1.25116486662874,1.90428414848707,0,6.98639521380925,1.39561120229342,15.4289115336372,0
"anc2","anc2.C10",8.17911529683837,7.77273853883702,3.21399733264237,13.7170517858708,0,1.59479325506122,1.59038393238405,1.43072462655013,1.77602382770962,0,4.20778497452543,2.21453121280815,7.05297140304207,0
"4","4.D10",17.5336413387627,16.0857316802072,3.8180747576335,33.3234402309264,0,1.68504125622854,1.6764318237616,1.39518945864362,2.0020446593057,0,8.0952074587286,3.08811707206093,15.0754742604945,0
"22","22.E10",9.76456901407871,8.90542748498234,2.50248652897177,18.5207318291443,0,1.56634389213577,1.55902698543688,1.33126466458113,1.77737464738369,0,4.98203335477706,2.06522813061593,9.4765688059834,0
"anc2","anc2.F10",6.66845350040529,6.13889202304887,2.22494343224983,12.3104206570357,0,1.51889912938202,1.5140714758426,1.33991426560142,1.70480867461747,0,3.60160670910382,1.49072553130914,6.58467862368731,0
"29","29.B10",5.26125651609394,4.21760860953093,0.0153137878167597,12.5001936898055,0,1.50125278764372,1.49070817992443,1.26710609394588,1.77783863468811,0,2.55774821713284,0.00305592400392301,6.52969150269366,0
"3","3.C10",1.40684700229093,1.13796089773773,0.000379368006502606,3.45293543546266,0,1.39195311369001,1.38660544856512,1.25029862462556,1.53546773531627,0,0.771168761457672,0.000272946052573071,2.1537272445178,0
"7","7.D10",6.10814203135978,5.84605335560067,2.92545871394818,9.89286189823419,0,1.34932203787395,1.34723543326363,1.23386620287217,1.47939818792914,0,4.15518182208623,2.25642114898487,6.54360999008419,0
"5","5.E10",10.9786405211339,9.18067921848346,1.04125924972658,25.7257087869931,0,1.37778735088937,1.36120125942634,1.10746454663602,1.7002178442109,0,6.39473722574097,1.44625231057572,14.8907121559555,0
"24","24.B11",21.011850704167,19.7216442040611,6.28500709147641,37.8033063561494,0,1.75846545915871,1.75106143308699,1.46559685520173,2.06878199024147,0,9.26338990497648,4.0126961967296,15.9580463498386,0
